datetime,히터1 총 에너지 사용량,히터2 총 에너지 사용량,히터 총 에너지 사용량,히터 출구 온도,히터라인 운용효율
2023-01-01 00:00:00,4.090073467379792,4.584191418124701,8.674264885504492,10.349465101923712,214.51599007756977
2023-01-01 01:00:00,5.620169333473855,6.716654991041111,12.336824324514966,5.737193219209088,115.5758584845442
2023-01-01 02:00:00,5.564127531242698,3.0244750209717197,8.588602552214418,9.374379434011308,163.0906918829206
2023-01-01 03:00:00,6.681912715111155,3.04275473310575,9.724667448216906,6.105296462964437,175.17981580449376
2023-01-01 04:00:00,5.54366579774917,5.689717151416145,11.233382949165314,5.839343876541395,169.87860114257478
2023-01-01 05:00:00,5.193088609100827,4.086188345497636,9.279276954598462,12.509450005057516,178.00102913326967
2023-01-01 06:00:00,7.4729743633572685,6.559729148308424,14.032703511665693,12.294784332307467,115.8644929775849
2023-01-01 07:00:00,2.912462438896979,2.4566277564806547,5.369090195377634,9.885437405885604,192.12819024066349
2023-01-01 08:00:00,7.439121722651099,4.823668303699646,12.262790026350746,11.935544325452977,62.88307216661329
2023-01-01 09:00:00,3.3594266507102066,5.083953099344977,8.443379750055183,10.131669279148552,262.1703109780376
2023-01-01 10:00:00,6.777530800943311,3.456966112359553,10.234496913302864,9.828072262730242,231.62729232576234
2023-01-01 11:00:00,6.699152051742761,3.6101717143988896,10.30932376614165,8.94732423062572,168.41558201607012
2023-01-01 12:00:00,6.471933037665476,4.811137932229004,11.28307096989448,14.334047593726673,158.83853129029035
2023-01-01 13:00:00,6.026898888415269,2.3894128075460728,8.416311695961342,12.769640195908142,231.8012405224875
2023-01-01 14:00:00,3.815877530801179,5.493477004145147,9.309354534946326,14.007749574831568,255.85677079302684
2023-01-01 15:00:00,5.241869104943598,6.277784293117635,11.519653398061234,8.019232821377688,169.7483965726526
2023-01-01 16:00:00,5.183856128466619,3.9620912081257353,9.145947336592354,14.854468497677043,227.86354039974614
2023-01-01 17:00:00,4.547273436357331,4.792652137056027,9.339925573413359,11.359207187501053,109.44548679110615
2023-01-01 18:00:00,6.806332443742729,5.264847055585821,12.07117949932855,5.333576251659331,87.98338169798849
2023-01-01 19:00:00,4.324436734595705,5.908082181179228,10.232518915774932,10.224992656055715,227.3649762456284
2023-01-01 20:00:00,5.524195892475653,4.634061074521033,10.158256966996685,6.600668587706474,195.079499555693
2023-01-01 21:00:00,6.636639989206464,3.749756715463006,10.386396704669469,14.265604629748333,225.2753361658166
2023-01-01 22:00:00,6.160662030594894,6.607937801005945,12.768599831600838,7.915821165907032,166.2966694778858
2023-01-01 23:00:00,3.7056234133066455,5.665793660117855,9.371417073424501,11.156274130778005,168.84497452048058
2023-01-02 00:00:00,4.189063008073443,5.3513907065997826,9.540453714673227,11.72380192234675,115.90522181848395
2023-01-02 01:00:00,5.253529021977867,3.2413714769475446,8.49490049892541,14.118863128422678,150.55956872795494
2023-01-02 02:00:00,6.488565522357019,4.297039442682781,10.7856049650398,14.537938385437183,216.75282162338198
2023-01-02 03:00:00,5.796529774953333,6.071928901411942,11.868458676365275,10.23174872189519,72.41735120316025
2023-01-02 04:00:00,4.584358390893304,4.1468034109193095,8.731161801812615,5.536425952615013,216.54900126370853
2023-01-02 05:00:00,5.919917153640689,4.269343931016104,10.189261084656794,9.299135978228449,81.1228356382918
2023-01-02 06:00:00,4.0519095605789825,4.703698655047187,8.75560821562617,11.307832160771806,150.25007917070502
2023-01-02 07:00:00,5.9995631762303,4.102159356050995,10.101722532281295,7.810860722192775,86.59317508465979
2023-01-02 08:00:00,4.266023811308038,2.5111602542224283,6.7771840655304665,7.294870822069527,285.458487379962
2023-01-02 09:00:00,3.6212148068621377,3.4368085399380752,7.058023346800213,14.86870518315771,114.90667155034869
2023-01-02 10:00:00,3.596936051016423,4.404769441391549,8.001705492407972,6.192369930692481,269.34635241594265
2023-01-02 11:00:00,7.22312409321191,3.939080133482469,11.162204226694378,13.426962081076267,155.71250010369184
2023-01-02 12:00:00,5.453627109541223,5.881646268624435,11.335273378165658,8.383580151399697,153.53896925275683
2023-01-02 13:00:00,4.201719340399611,3.7859539896679344,7.987673330067546,9.15773806398035,234.67535926275508
2023-01-02 14:00:00,5.918579127524056,5.5559474782054945,11.474526605729551,14.333147867756734,104.17554443465346
2023-01-02 15:00:00,6.093864331221765,3.2802373707619656,9.37410170198373,5.688773986445068,203.6864616772128
2023-01-02 16:00:00,4.966218644332393,5.3652951347911895,10.331513779123583,8.564512427771211,90.80898573487237
2023-01-02 17:00:00,5.544374932361031,4.682847495985926,10.227222428346957,7.082757771788115,216.36088200094488
2023-01-02 18:00:00,4.874741152343166,6.046796281463811,10.921537433806977,6.18362946193994,122.44977214635085
2023-01-02 19:00:00,4.9422693916109495,4.762375861901283,9.704645253512233,9.924260673148465,213.12095136844724
2023-01-02 20:00:00,3.234711090435093,6.322192380863751,9.556903471298844,7.945667257310783,169.61609716904212
2023-01-02 21:00:00,5.253409820667491,3.3535099354287787,8.60691975609627,11.608741828435921,183.71088157005502
2023-01-02 22:00:00,4.904818689439846,3.202793109273676,8.107611798713522,13.76998239411834,252.6466184575936
2023-01-02 23:00:00,6.055669932503348,4.956838330755758,11.012508263259107,8.43752241128283,210.3926053163541
2023-01-03 00:00:00,5.713250373095054,6.917549215151433,12.630799588246486,8.59653751872678,95.44763614006727
2023-01-03 01:00:00,4.713879567054925,3.918727736594885,8.63260730364981,11.782836437560817,224.98444612039242
2023-01-03 02:00:00,5.890768213298661,4.735495714723539,10.626263928022201,9.908110062261114,210.03122226973363
2023-01-03 03:00:00,4.819630320393915,4.152492327411316,8.972122647805232,14.622041498537751,129.84887168159108
2023-01-03 04:00:00,5.688326463615239,6.149338127978077,11.837664591593317,6.91040456303694,78.1532979163455
2023-01-03 05:00:00,6.661936378942699,3.5229732011223525,10.184909580065051,10.467085601650194,99.1446254565179
2023-01-03 06:00:00,3.0690931512051787,7.0462576296585775,10.115350780863757,8.909131757788698,172.72280942270876
2023-01-03 07:00:00,6.092955507821957,5.9079400587744235,12.00089556659638,11.500899937016591,127.46772532247047
2023-01-03 08:00:00,4.636522079259887,5.847355614617099,10.483877693876986,7.674243462165854,85.18347559622433
2023-01-03 09:00:00,4.294715545411863,4.539590719672631,8.834306265084495,12.258612524992625,150.1059630126948
2023-01-03 10:00:00,6.036832309397715,5.69314572389347,11.729978033291186,11.151945199938496,88.90039574927607
2023-01-03 11:00:00,3.48256689577425,6.180381704436153,9.662948600210402,11.246585888959242,200.0532273899344
2023-01-03 12:00:00,6.345789973647496,3.843815833435608,10.189605807083105,8.399013289789764,94.00689540285893
2023-01-03 13:00:00,3.5899221757281548,2.838361630741287,6.428283806469442,14.136454325909387,358.8490830066562
2023-01-03 14:00:00,5.95866651538871,2.834153095225056,8.792819610613765,11.355250772930983,252.42479137452293
2023-01-03 15:00:00,6.238955474059405,4.864225790544934,11.103181264604338,5.643872552545027,104.28287732934342
2023-01-03 16:00:00,6.143403772405168,7.617564989682509,13.760968762087678,6.008862234802207,129.64938832987428
2023-01-03 17:00:00,6.384766233847715,4.327031909871327,10.711798143719042,11.42088264100067,157.8442792912553
2023-01-03 18:00:00,4.055041075983765,4.287356807228363,8.34239788321213,9.435384584835202,156.49208332559144
2023-01-03 19:00:00,5.882680129378883,5.521558798180945,11.404238927559827,9.281429158179005,86.65591933040442
2023-01-03 20:00:00,7.134340321042611,2.7113694212394632,9.845709742282075,12.163851155815895,165.38655173625963
2023-01-03 21:00:00,3.730005150853353,4.437650245056797,8.167655395910149,12.876953409542988,173.903904887565
2023-01-03 22:00:00,3.575690801833274,2.165333438322243,5.741024240155516,8.649911944260374,281.12640666705556
2023-01-03 23:00:00,3.7771135986636653,6.162413954975597,9.939527553639262,12.65617392763865,183.93024911336508
2023-01-04 00:00:00,5.7121072900643854,4.579811779148232,10.291919069212618,6.47612258681773,146.49172158525596
2023-01-04 01:00:00,5.180952899400708,4.194352954554125,9.375305853954833,8.400325285373741,101.0902894578931
2023-01-04 02:00:00,6.64329099201904,6.517312411583972,13.160603403603012,13.094015061303658,157.29248567721092
2023-01-04 03:00:00,6.799047558517375,4.7806305584558615,11.579678116973238,11.898279454675201,186.9697190904076
2023-01-04 04:00:00,4.41085978567555,3.6997899899595046,8.110649775635054,11.40032768080086,181.35635368230368
2023-01-04 05:00:00,3.7620675262524337,6.990962426288684,10.753029952541118,9.069844368909457,112.23598648760985
2023-01-04 06:00:00,4.147502036150098,3.815066516926003,7.9625685530761015,7.636111573028584,100.18178790264243
2023-01-04 07:00:00,6.688946272837379,7.518332593761531,14.207278866598909,6.974152363063105,140.97339186511763
2023-01-04 08:00:00,4.64665726517445,5.840720181159189,10.487377446333639,10.81145963670878,90.08030447072201
2023-01-04 09:00:00,6.676034854410993,4.218755782287485,10.894790636698477,13.573742135765897,110.80958135975231
2023-01-04 10:00:00,7.35636497355735,5.263738836431435,12.620103809988786,14.161101743868166,83.96683227605399
2023-01-04 11:00:00,5.832706095957919,5.2400942811090205,11.07280037706694,10.655332627931887,105.26768409872685
2023-01-04 12:00:00,4.3197780864759965,4.9744703527790515,9.294248439255048,8.420355475168913,79.46630221923112
2023-01-04 13:00:00,4.116687281867446,3.974059334843174,8.09074661671062,13.639456868733767,237.86050864247417
2023-01-04 14:00:00,6.451526268635515,4.194184942129183,10.645711210764699,8.850008071613932,165.74958403966403
