datetime,히터1 전력 사용량,히터1 가스 사용량,히터2 전력 사용량,히터2 가스 사용량,에너지사용량
2023-01-01 00:00:00,3.881481629458034,2.5784292214889892,2.1994654788123573,1.2778521448191054,15.275778563446382
2023-01-01 01:00:00,1.1840408254743946,1.4346070635272563,2.4960334299843794,1.8372956494357988,18.926586406292824
2023-01-01 02:00:00,4.12595088979741,2.46307593326,1.8494567375359523,2.1792304195377246,15.300838331011526
2023-01-01 03:00:00,1.4638309770735813,1.3576057028033155,4.608997248805432,1.893908898541267,19.12084841207675
2023-01-01 04:00:00,1.425358651316727,2.102643069119387,1.2283506363225336,2.527802358156454,15.972114023206538
2023-01-01 05:00:00,1.1291463892308622,1.5364577077692207,2.3654556448066075,1.1853421741844306,17.139423184063197
2023-01-01 06:00:00,2.555650735815427,1.2714130989692338,4.117245335702181,1.968378642103148,19.127292768588326
2023-01-01 07:00:00,2.688940106078361,1.7043826097994705,2.3800011387307456,2.51802742529883,16.24582812461336
2023-01-01 08:00:00,2.466562758707652,1.8809228487918384,3.356644574596473,2.479894299892216,15.40257877220591
2023-01-01 09:00:00,4.269672216139481,1.940504066431378,2.315306836800219,1.0987859651444731,15.235059744355619
2023-01-01 10:00:00,2.479794113008139,2.4139560792896098,4.826648596735677,1.43780763590967,15.918351871252993
2023-01-01 11:00:00,1.4114032280741888,2.9430203408926947,3.1294323592134905,2.3875670544093897,16.02598064395075
2023-01-01 12:00:00,2.402533157990068,2.4816983223060194,3.2170402832288407,1.9248084737644937,18.497455585252254
2023-01-01 13:00:00,3.9270612174225623,2.578607910018583,4.2439743726098635,2.2170367895001535,15.21615063849732
2023-01-01 14:00:00,3.9343515330101604,1.1028709753208341,3.806610246790447,2.520833594780819,15.235091186934751
2023-01-01 15:00:00,4.393684245045462,1.2660401832944168,3.980906862510764,1.06594202608318,16.88213410684082
2023-01-01 16:00:00,1.6438053684207508,2.538486584834173,4.397239072795211,1.5006129494831233,19.89914707874579
2023-01-01 17:00:00,1.65496682473279,1.802424785741527,3.641510696745783,1.8909472583331122,17.571332944902437
2023-01-01 18:00:00,4.703677994071462,1.000021157892957,4.391793375357636,2.0147212107575245,19.883844874356004
2023-01-01 19:00:00,3.1403637827724142,2.8909756420598387,3.2388717531808315,1.4872159938306795,19.082189617638292
2023-01-01 20:00:00,1.5453061716941843,2.2954827152667807,3.651075711683231,2.6534453869726056,15.03645256590778
2023-01-01 21:00:00,3.1576995906467866,1.943171083012927,3.8244109882104693,2.0178575803614605,17.54032487671016
2023-01-01 22:00:00,2.053094598429602,2.4008169859690227,4.636214873398714,2.67238755386052,15.77148040578136
2023-01-01 23:00:00,1.7700535714388947,2.0392665026275054,4.033597158176841,1.513481822722854,16.663101292828728
2023-01-02 00:00:00,1.6654997167834469,1.121916523259628,2.427760612465161,2.965906330968889,19.866083489508263
2023-01-02 01:00:00,4.993746523443744,2.442519561227242,2.4175148415457453,1.5463163481665991,19.263294294855598
2023-01-02 02:00:00,3.1953039141952146,1.1917244785592798,3.947069386980425,2.4373732371407275,19.8223818157971
2023-01-02 03:00:00,3.1365058162480812,1.4566211550259416,1.161291128345213,1.9809228052969738,15.074387277725167
2023-01-02 04:00:00,3.382364506288344,1.6993577946522556,1.310166231629327,2.0007381663471415,19.783697419455407
2023-01-02 05:00:00,4.527968124807897,2.5226458939530296,4.627336119221176,1.1441991405575744,19.181741728729953
2023-01-02 06:00:00,1.696009244289332,2.3486291628515596,1.4640706884216605,2.2254204702725264,17.309816765634793
2023-01-02 07:00:00,4.196424129890012,2.2285584118629593,1.3628871877789641,1.4645212858577896,16.19988492955739
2023-01-02 08:00:00,4.153432667446925,2.41718502257132,1.4513117241589306,2.3664844448316718,19.721225575720716
2023-01-02 09:00:00,1.118468269314663,2.2963786495265284,4.888189034883364,2.65927320452682,18.850151596470173
2023-01-02 10:00:00,1.572870443679879,1.3188453123761021,2.7889136775385253,1.1972887401797379,15.204234140304608
2023-01-02 11:00:00,4.551486676713209,1.2672848198415703,4.042098627792997,1.8316441772650542,19.838706735511625
2023-01-02 12:00:00,1.8396578347775012,2.351447673248857,2.9747196632571784,1.6354503886244856,19.512430366041677
2023-01-02 13:00:00,3.0836672062173287,1.0711185982333171,2.119701801874707,2.6077416245593033,16.82718054221121
2023-01-02 14:00:00,3.7599755772836025,1.5588696701512705,4.497745521275302,2.6886047683198653,18.796488619507596
2023-01-02 15:00:00,3.1139816103874116,1.538730596866083,2.4174577211373554,1.2243832486566872,17.588193726680593
2023-01-02 16:00:00,1.6523555496829694,2.835669932649047,4.74720747750812,1.3618357759591175,16.396966485685727
2023-01-02 17:00:00,4.558858608229464,2.8702601552517533,1.6494207843677318,2.9831048631683696,16.208514658458522
2023-01-02 18:00:00,2.787931814395448,2.058959723129723,3.580782788148319,2.3303101617161515,19.691078561921096
2023-01-02 19:00:00,4.406419486020335,1.4262505896431579,3.003978391995174,1.957255771397812,16.88508405940745
2023-01-02 20:00:00,2.9441747562988176,1.4347505109536964,1.677720173325289,1.147463102411684,19.0515216774498
2023-01-02 21:00:00,2.460081326167161,2.039779991127573,1.1061067729708611,1.4104572041913441,15.14809582761766
2023-01-02 22:00:00,1.4438221015989092,2.272219259135059,2.7768377605149173,1.1218108215248195,18.079036615834422
2023-01-02 23:00:00,3.45043876306534,2.291693145527547,2.2771628001187114,2.7396120107164754,16.936517121537577
2023-01-03 00:00:00,3.956090195937984,1.2286891090619525,3.879123327211869,2.638825720210745,17.85278249164554
2023-01-03 01:00:00,4.948020782250676,1.7755682465121503,3.7749737716474656,1.4992486291275182,16.29860801123744
2023-01-03 02:00:00,2.3572601568494207,1.5841008775941121,3.386686006685329,1.1691736110674387,19.9339147122449
2023-01-03 03:00:00,4.919308389682381,1.052912806332943,3.8902577222406447,2.2005126051473543,15.32432132402906
2023-01-03 04:00:00,3.0158698065269967,2.286812436214535,1.245316495927002,1.8156419195102171,19.52114346551054
2023-01-03 05:00:00,3.1586841640184535,2.272682635077099,1.0033179852444736,1.382538042267875,17.10330112834618
2023-01-03 06:00:00,3.6455045337883507,2.932167007842681,1.372184035364965,1.9255076793779367,16.486496740629335
2023-01-03 07:00:00,3.8370166210106356,1.283142652874529,2.722046708619839,1.020624633222942,17.804169157060873
2023-01-03 08:00:00,2.987244581169349,2.3497288947979236,1.43954908610735,1.3817629396935516,17.11780806965218
2023-01-03 09:00:00,4.39983208875085,2.799467340327797,4.774482339423169,1.8556294726616076,17.179716786368033
2023-01-03 10:00:00,2.271553704608309,2.0902118832762993,1.93754521748233,1.0900627034696586,19.006599661845748
2023-01-03 11:00:00,1.3886114348522156,1.9046989872231248,4.536947139573696,1.4920912440294396,15.973569769266748
2023-01-03 12:00:00,2.4471410808625413,1.0301347152238507,4.720411482814276,1.4818581681736933,19.659426971868072
2023-01-03 13:00:00,1.1687303245278735,2.906590534578238,3.6181627255133235,2.6619208856505785,15.384660507607308
2023-01-03 14:00:00,1.72750704545227,2.251440149671592,2.8512744618721606,1.4140099375108122,15.511028630864857
2023-01-03 15:00:00,4.185653006138076,1.2807947162791913,1.0762949103617037,1.516492324053895,15.723786452321004
2023-01-03 16:00:00,2.3887198968794054,2.192247597712349,2.618295105552387,2.217848634819301,15.361456322756828
2023-01-03 17:00:00,2.527795789801489,1.8163779829280473,4.437898102358602,2.726904474102018,17.421616560982095
2023-01-03 18:00:00,2.7488266768987497,1.1792239431740699,4.211489592918227,2.4270564939915102,17.398158083994495
2023-01-03 19:00:00,1.2662027396368725,1.8968683329160283,3.248553778548771,2.4241484630967536,18.460563106185653
2023-01-03 20:00:00,4.772547930095818,1.517846667604161,1.640505579961565,2.106046648289408,17.870954298968314
2023-01-03 21:00:00,4.2696521331401875,2.0366992276646245,3.925969464351978,2.902535437829015,16.367920140358596
2023-01-03 22:00:00,3.7925835988127052,2.976318431074921,4.778737046208301,2.233076547133475,16.191754024232512
2023-01-03 23:00:00,4.360812782379643,1.4808938262289248,2.0997588543857666,2.9226971530303327,16.408729848577
2023-01-04 00:00:00,4.942840608462129,2.002023733155374,4.483424101551993,1.4091494576764982,18.79555737400201
2023-01-04 01:00:00,4.9167301091792055,2.3504947675875885,1.832962467552667,1.3052027642068813,19.753516683129156
2023-01-04 02:00:00,1.7040750567615404,1.5422193732062963,3.8684425776935893,1.7584821792851906,18.740760425534404
2023-01-04 03:00:00,1.7098696898173538,2.516638314515818,4.2937724708246545,1.3273623770273577,15.097990573023473
2023-01-04 04:00:00,1.9246223970244807,1.3483326041201855,3.7098595759492605,2.4011532893729077,18.63928993795089
2023-01-04 05:00:00,2.3898340664445312,1.6494029540788604,4.860704522209844,1.0874901920289057,17.945423786503046
2023-01-04 06:00:00,3.4494928974378696,2.5264886885037052,1.7321683614276453,2.4190799204602396,15.121906499775209
2023-01-04 07:00:00,3.737288891710205,2.875139534823015,3.744811964290524,1.4636601113308012,18.064688178976315
2023-01-04 08:00:00,1.0119264341126026,2.44739506639454,3.626982913231912,2.5216970659162605,15.694918830174174
2023-01-04 09:00:00,1.5261363909698544,1.8638813775162997,3.291803990322405,2.906053282793816,18.342390754155446
2023-01-04 10:00:00,3.696116339933398,1.0498798251411308,4.796470799956429,2.092062943597174,19.379461289430058
2023-01-04 11:00:00,4.048408016759365,2.542836399527549,3.946414997479154,1.3099664175802126,15.974184448803156
2023-01-04 12:00:00,1.4986496057483403,1.316334342095168,4.421009108253422,2.1461493640378437,19.909044720046126
2023-01-04 13:00:00,3.152782510769356,1.0042516943973157,3.6446757370131406,1.2969453272800169,16.423860059053467
2023-01-04 14:00:00,2.0075859090632884,2.1311706043120893,3.7627720657983144,2.78338113919904,15.907184986224076
2023-01-04 15:00:00,1.586314855826549,1.8261871654837516,1.792537711744068,2.4259555181011843,18.760794574878314
2023-01-04 16:00:00,3.25202192669612,1.2178044236441776,4.7405846176699,2.333235868680299,18.325440293871118
2023-01-04 17:00:00,1.0017260884514396,1.7535380618603733,4.755596777897093,2.323410852846264,18.911668865607204
2023-01-04 18:00:00,3.335238331095651,1.5116012596696633,3.9499547839017946,2.6944679553911937,16.034902004964543
2023-01-04 19:00:00,3.120977057854579,1.368680794757699,2.7389325966852964,2.3288507121312634,18.71075463420539
2023-01-04 20:00:00,2.01117708070438,2.94536960403149,3.8367248142968333,2.0218830165892197,19.72200523520346
2023-01-04 21:00:00,2.2788256141784484,2.769114623386926,1.2528907977012245,1.1944843112380408,16.931926384452666
2023-01-04 22:00:00,3.9039711690435634,1.6426308348475152,1.7074667739412606,1.7141571435543614,19.713031310006677
2023-01-04 23:00:00,4.937106209116707,2.5410914787267327,2.5125200310817406,1.0886741218424345,16.964494151335693
2023-01-05 00:00:00,3.464437040650337,2.290419381101519,3.2700100075731076,1.1270364804452115,16.45325918879004
2023-01-05 01:00:00,4.057987379980523,2.8262663633943292,3.6659815796294963,2.3321705859695845,19.133251989490077
2023-01-05 02:00:00,2.5075268751697832,1.7960250372328734,1.4452139819990615,2.521001376430487,18.984881180496725
2023-01-05 03:00:00,4.6463695145337915,1.480176177344563,3.031330740016304,2.4923813547569162,16.383852124125234
2023-01-05 04:00:00,4.261036176357787,2.4937857410564828,1.5413723132570745,2.0184626238132397,15.123961519054996
2023-01-05 05:00:00,3.2431489457780156,1.017225748464007,4.319507422418824,1.4674619543026568,15.759403684949124
2023-01-05 06:00:00,1.6473233493311215,1.5408103091031395,3.8426314942713584,1.1614871951567711,16.828208309738226
2023-01-05 07:00:00,4.706351205730764,1.2188078686259194,3.845718395874695,2.4026100657504053,19.693207005114257
2023-01-05 08:00:00,1.742324313062698,2.853685467142487,1.0465423692886655,1.5008465065972527,16.89741229119372
2023-01-05 09:00:00,2.5406612306487224,2.9622898753767313,3.0221341912230746,1.6870455566625335,15.483075620436924
2023-01-05 10:00:00,3.49457172609736,2.2734985184782097,2.1262928355606743,2.7421188194367283,16.366461624922096
2023-01-05 11:00:00,4.173571698504962,1.0099674703982444,3.0786393950598736,2.07996582570334,18.838976986668715
2023-01-05 12:00:00,3.4123636301796316,1.289362186907747,1.9084217345077596,2.3365855150810235,16.01138701245945
2023-01-05 13:00:00,3.5342340028881796,2.7855198311849567,1.0454481961263027,2.2683280216958446,15.940523936217206
2023-01-05 14:00:00,2.5841935366155866,2.5233302862749873,4.686072453538637,2.8914681665595827,17.22775149511309
2023-01-05 15:00:00,3.2396877597106144,2.9505996485476453,4.170035316398676,1.4865032384624015,16.41265220041089
2023-01-05 16:00:00,4.651594238528341,1.3831609936363103,4.941663412857244,1.276395814121622,18.462031096589296
2023-01-05 17:00:00,4.681102168970858,1.948298897049564,1.3875967955280522,2.439684016502404,17.503346012629393
2023-01-05 18:00:00,3.5185728624553865,2.9511681203307916,2.5217913513428316,1.5783171421530147,19.816900858341654
2023-01-05 19:00:00,4.704056034602481,1.3314633679689976,1.3554221355162324,2.592014823484864,15.821855302363875
2023-01-05 20:00:00,1.4065268055657794,1.8930851297835887,3.250942171384435,1.1280683228672213,18.66701891616728
2023-01-05 21:00:00,1.351481417132057,1.06165136957067,1.8681867187272259,1.7912353031476438,17.150626880188124
2023-01-05 22:00:00,1.3527542241167776,2.37065186667029,1.5633882089192408,1.8474803241218778,18.871744502446603
2023-01-05 23:00:00,3.6454638584619135,1.2613193535502933,1.5390465462681693,1.850613005527445,17.83524695537063
2023-01-06 00:00:00,1.312033115409259,1.4185867272715722,1.9361763364363305,1.8056245197794827,16.665768757932742
2023-01-06 01:00:00,4.111542543882861,2.6398686598491574,4.887752215559498,2.5311910304696195,15.219683600128377
2023-01-06 02:00:00,1.146544338705319,2.794790804441642,4.403456381136419,2.88391737777542,18.41465724992225
2023-01-06 03:00:00,3.1848849178606904,2.999636745796743,3.414961016584272,2.4358368235908676,17.269350059943275
2023-01-06 04:00:00,3.0894620082434,1.0370891569099134,4.048986538125401,1.377148523889898,19.55568452804909
2023-01-06 05:00:00,2.736536695198581,2.642660641204019,2.519116064549064,1.8630392198396881,15.719271343748002
2023-01-06 06:00:00,2.5942675307714658,1.91112971240351,4.70235033096418,1.8811234196972524,16.71319240784177
2023-01-06 07:00:00,4.574627789239053,2.796430791733905,2.336488839392004,1.952877050613645,19.858842682100246
2023-01-06 08:00:00,2.197431129431816,1.591205438792856,2.1953672332031813,2.057311060686839,16.647509752737953
2023-01-06 09:00:00,2.9832353343634015,2.149161222693003,4.98356435424356,2.221402785142176,16.4607346950676
2023-01-06 10:00:00,2.140805989962181,2.2824308312329253,4.541570792377012,2.422392332032628,15.388944775478658
2023-01-06 11:00:00,3.0558827962233455,2.6616565633119427,2.233341970610778,2.8303182271551233,17.7085871922095
2023-01-06 12:00:00,3.5930556909883604,2.3710545601576714,3.8092530556453634,1.1266240892741546,15.326760584292487
2023-01-06 13:00:00,3.569317773432711,1.4747269423837268,2.3604503072007232,2.1854442025689487,18.484302975301436
2023-01-06 14:00:00,1.7752851500903852,1.4373808492577484,2.0332592242574536,1.6941984996709818,15.64779802053177
