datetime,운용효율
2023-01-01 00:00:00,138.62402256109112
2023-01-01 01:00:00,108.76566969043564
2023-01-01 02:00:00,111.57663270372986
2023-01-01 03:00:00,100.80661382670814
2023-01-01 04:00:00,116.75570864927438
2023-01-01 05:00:00,134.48057650319123
2023-01-01 06:00:00,68.3672815951369
2023-01-01 07:00:00,137.6532176801263
2023-01-01 08:00:00,135.30778744065694
2023-01-01 09:00:00,88.99124836851588
2023-01-01 10:00:00,118.85942216232844
2023-01-01 11:00:00,64.08050529803664
2023-01-01 12:00:00,43.46804907190377
2023-01-01 13:00:00,112.58787983065133
2023-01-01 14:00:00,75.17796827430834
2023-01-01 15:00:00,57.45664264772168
2023-01-01 16:00:00,69.52355903325699
2023-01-01 17:00:00,110.15341689562761
2023-01-01 18:00:00,42.96415738397755
2023-01-01 19:00:00,63.17040104836011
2023-01-01 20:00:00,51.58341138438278
2023-01-01 21:00:00,45.91604942548346
2023-01-01 22:00:00,54.28033825208249
2023-01-01 23:00:00,70.33893999107778
2023-01-02 00:00:00,72.58548471711858
2023-01-02 01:00:00,114.4022894515973
2023-01-02 02:00:00,45.64054016569722
2023-01-02 03:00:00,116.12374930464503
2023-01-02 04:00:00,75.72818987212388
2023-01-02 05:00:00,120.73206871177187
2023-01-02 06:00:00,45.186321881578024
2023-01-02 07:00:00,75.65983290868223
2023-01-02 08:00:00,92.47224715825753
2023-01-02 09:00:00,92.95200633851498
2023-01-02 10:00:00,91.94111141267452
2023-01-02 11:00:00,103.08206371026085
2023-01-02 12:00:00,105.79429096805514
2023-01-02 13:00:00,137.94629208260923
2023-01-02 14:00:00,115.54748711967095
2023-01-02 15:00:00,135.35314337401388
2023-01-02 16:00:00,121.9426476592967
2023-01-02 17:00:00,118.04243094917432
2023-01-02 18:00:00,83.40061354341812
2023-01-02 19:00:00,134.33565282559127
2023-01-02 20:00:00,81.7351582474081
2023-01-02 21:00:00,112.98955474668999
2023-01-02 22:00:00,79.98869056836475
2023-01-02 23:00:00,123.5211900654044
2023-01-03 00:00:00,129.21407790847752
2023-01-03 01:00:00,95.18565117434065
2023-01-03 02:00:00,67.47496422297186
2023-01-03 03:00:00,138.05833117304658
2023-01-03 04:00:00,83.16055437703794
2023-01-03 05:00:00,73.50644091089681
2023-01-03 06:00:00,55.32917350282071
2023-01-03 07:00:00,74.06777999604236
2023-01-03 08:00:00,84.72799484592325
2023-01-03 09:00:00,96.40729897029478
2023-01-03 10:00:00,94.42081998637661
2023-01-03 11:00:00,95.82327578718728
2023-01-03 12:00:00,102.47375893306985
2023-01-03 13:00:00,99.87401991019813
2023-01-03 14:00:00,88.75881328357453
2023-01-03 15:00:00,141.29089814575198
2023-01-03 16:00:00,74.3274334622285
2023-01-03 17:00:00,89.37630486807629
2023-01-03 18:00:00,61.942220917388994
